"","Year","Month","Day","TSU","EQ","Name","Location","Country","Latitude","Longitude","Elevation","Type","Status","Time","VEI","Agent","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION"
"1",-4360,NA,NA,"","","Macauley Island","Kermadec Is","New Zealand",-30.2,-178.47,238,"Caldera","Holocene","U",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",-4350,NA,NA,"","","Kikai","Ryukyu Is","Japan",30.78,130.28,717,"Caldera","Historical","D1",7,"P",NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,3,NA,3
"3",-4050,NA,NA,"","","Masaya","Nicaragua","Nicaragua",11.984,-86.161,635,"Caldera","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",-4000,NA,NA,"","","Pago","New Britain-SW Pac","Papua New Guinea",-5.58,150.52,742,"Caldera","Historical","D2",6,"T",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"5",-3580,NA,NA,"","","Taal","Luzon-Philippines","Philippines",14.002,120.993,400,"Stratovolcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",-3550,NA,NA,"","","Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",-2420,NA,NA,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",5,"P,T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",-2040,NA,NA,"","","Long Island","New Guinea-NE of","Papua New Guinea",-5.358,147.12,1280,"Complex volcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",-1900,NA,NA,"","","Black Peak","Alaska Peninsula","United States",56.53,-158.8,1032,"Stratovolcano","Radiocarbon","D7",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",-1890,NA,NA,"","","Hudson, Cerro","Chile-S","Chile",-45.9,-72.97,1905,"Stratovolcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",-1860,NA,NA,"","","St. Helens","US-Washington","United States",46.2,-122.18,2549,"Stratovolcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",-1750,NA,NA,"","","Veniaminof","Alaska Peninsula","United States",56.17,-159.38,2507,"Stratovolcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",-1645,NA,NA,"","","Aniakchak","Alaska Peninsula","United States",56.88,-158.17,1341,"Caldera","Historical","D2",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",-1610,NA,NA,"TSU","EQ","Santorini","Greece","Greece",36.404,25.396,329,"Shield volcano","Historical","D2",7,"W",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA
"15",-1550,NA,NA,"TSU","","Redoubt","Alaska-SW","United States",60.48,-152.75,3108,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",-1460,NA,NA,"","","Taupo","New Zealand","New Zealand",-38.82,176,760,"Caldera","Radiocarbon","D6",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",-1370,NA,NA,"","","Pago","New Britain-SW Pac","Papua New Guinea",-5.58,150.52,742,"Caldera","Historical","D2",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",-1050,NA,NA,"","","Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-1010,NA,NA,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",5,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"20",-455,NA,NA,"","","Cotopaxi","Ecuador","Ecuador",-0.677,-78.436,5911,"Stratovolcano","Historical","D2",4,"M",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"21",-250,NA,NA,"","","Raoul Island","Kermadec Is","New Zealand",-29.27,-177.92,516,"Stratovolcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",-197,NA,NA,"TSU","","Santorini","Greece","Greece",36.404,25.396,329,"Shield volcano","Historical","D2",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",-150,NA,NA,"","","St. Andrew Strait","Admiralty Is-SW Paci","Papua New Guinea",-2.38,147.35,270,"Complex volcano","Historical","D2",NA,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"24",-141,NA,NA,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",NA,"",40,1,NA,NA,NA,NA,NA,NA,NA,NA,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"25",-100,NA,NA,"","","Okmok","Aleutian Is","United States",53.42,-168.13,1073,"Shield volcano","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",-50,NA,NA,"","","Apoyeque","Nicaragua","Nicaragua",12.242,-86.342,518,"Pyroclastic shield","Radiocarbon","D7",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",46,NA,NA,"TSU","","Santorini","Greece","Greece",36.404,25.396,329,"Shield volcano","Historical","D2",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",50,NA,NA,"","","Ambrym","Vanuatu-SW Pacific","Vanuatu",-16.25,168.12,1334,"Pyroclastic shield","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",60,NA,NA,"","","Bona-Churchill","Alaska-E","United States",61.38,-141.75,5005,"Stratovolcano","Radiocarbon","D6",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",79,8,25,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",5,"P,T",2100,4,NA,NA,NA,NA,NA,NA,NA,NA,2100,4,NA,NA,NA,NA,NA,NA,NA,NA
"31",200,NA,NA,"","","Arhab, Harra of","Arabia-S","Yemen",15.63,44.08,3100,"Volcanic field","Historical","D6",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"32",230,NA,NA,"","","Taupo","New Zealand","New Zealand",-38.82,176,760,"Caldera","Radiocarbon","D6",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",240,NA,NA,"","","Ksudach","Kamchatka","Russia",51.8,157.53,1079,"Stratovolcano","Historical","D2",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",350,NA,NA,"TSU","","Augustine","Alaska-SW","United States",59.37,-153.42,1252,"Lava dome","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",416,NA,NA,"TSU","","Krakatau","Indonesia","Indonesia",-6.102,105.423,813,"Caldera","Historical","D1",NA,"W",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA
"36",450,NA,NA,"","","Ilopango","El Salvador","El Salvador",13.672,-89.053,450,"Caldera","Historical","D3",6,"",30000,4,NA,NA,NA,NA,NA,NA,NA,NA,30000,4,NA,NA,NA,NA,NA,NA,NA,NA
"37",500,NA,NA,"","","Arhab, Harra of","Arabia-S","Yemen",15.63,44.08,3100,"Volcanic field","Historical","D6",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"38",590,NA,NA,"","","San Salvador","El Salvador","El Salvador",13.736,-89.286,1893,"Stratovolcano","Historical","D2",NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"39",640,NA,NA,"","","Uwayrid, Harrat","Arabia-W","Saudi Arabia",27.08,37.25,1900,"Volcanic field","Anthropology","D6",2,"T",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"40",653,NA,NA,"","","Dakataua","New Britain-SW Pac","Papua New Guinea",-5.056,150.108,400,"Caldera","Anthropology","D3",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",683,NA,NA,"","","Rabaul","New Britain-SW Pac","Papua New Guinea",-4.271,152.203,688,"Pyroclastic shield","Historical","D1",6,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",710,NA,NA,"","","Pago","New Britain-SW Pac","Papua New Guinea",-5.58,150.52,742,"Caldera","Historical","D2",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",764,NA,NA,"","","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",4,"T,L",80,2,NA,NA,NA,NA,NA,NA,NA,NA,80,2,NA,NA,NA,NA,NA,NA,NA,NA
"44",766,7,20,"TSU","EQ","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",3,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"45",787,NA,NA,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",3,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"46",847,NA,NA,"","","Bona-Churchill","Alaska-E","United States",61.38,-141.75,5005,"Stratovolcano","Radiocarbon","D6",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",920,NA,NA,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",930,NA,NA,"","","Ceboruco","Mexico","Mexico",21.125,-104.508,2280,"Stratovolcano","Historical","D3",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",934,NA,NA,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"50",950,NA,NA,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1000,NA,NA,"","","Changbaishan","China-E","North Korea",41.98,128.08,2744,"Stratovolcano","Historical","D4",7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",1050,NA,NA,"TSU","","Santorini","Greece","Greece",36.404,25.396,329,"Shield volcano","Historical","D2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1104,10,15,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"54",1151,NA,NA,"","","Krisuvik","Iceland-SW","Iceland",63.93,-22.1,379,"Crater rows","Historical","D6",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"55",1158,1,19,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"56",1169,2,4,"TSU","EQ","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",NA,"S,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,4,NA,NA,NA,NA,NA,4,NA,NA
"57",1169,2,11,"TSU","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",1177,NA,NA,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"59",1206,12,4,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"60",1250,NA,NA,"","","Fentale","Africa-NE","Ethiopia",8.975,39.93,2007,"Stratovolcano","Historical","D3",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1262,NA,NA,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",3,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"62",1280,NA,NA,"","","Quilotoa","Ecuador","Ecuador",-0.85,-78.9,3914,"Caldera","Radiocarbon","D6",6,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",1300,7,11,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,3,NA,NA,NA,NA,NA,NA,NA,NA
"64",1302,NA,NA,"","","Ischia","Italy","Italy",40.73,13.897,789,"Complex volcano","Historical","D6",NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"65",1311,1,18,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",4,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"66",1311,NA,NA,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"67",1329,6,28,"TSU","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"68",1329,7,NA,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",1,"I",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"69",1331,12,NA,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"70",1334,NA,NA,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"71",1341,5,19,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"72",1357,NA,NA,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"73",1362,6,5,"","","Oraefajokull","Iceland-SE","Iceland",64,-16.65,2119,"Stratovolcano","Historical","D4",5,"T,F",220,3,NA,NA,NA,NA,NA,NA,NA,NA,220,3,NA,NA,NA,NA,NA,NA,NA,NA
"74",1375,NA,NA,"","","Chichon, El","Mexico","Mexico",17.36,-93.228,1150,"Tuff cone","Historical","D1",5,"M",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"75",1376,NA,NA,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"76",1385,NA,NA,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"77",1389,12,1,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"78",1410,3,5,"","","Nasu","Honshu-Japan","Japan",37.12,139.97,1917,"Stratovolcano","Historical","D2",3,"",180,3,NA,NA,NA,NA,NA,NA,NA,NA,180,3,NA,NA,NA,NA,NA,NA,NA,NA
"79",1430,NA,NA,"","","Kuwae","Vanuatu-SW Pacific","Vanuatu",-16.829,168.536,-2,"Caldera","Historical","D1",NA,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"80",1471,11,3,"","","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",5,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"81",1477,2,NA,"","","Bardarbunga","Iceland-NE","Iceland",64.63,-17.53,2000,"Stratovolcano","Historical","D2",6,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"82",1485,1,NA,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"83",1500,NA,NA,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"84",1510,7,25,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",4,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"85",1510,10,15,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",4,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"86",1536,3,23,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"87",1538,9,29,"","","Campi Flegrei","Italy","Italy",40.827,14.139,458,"Caldera","Historical","D5",3,"T",24,1,NA,NA,NA,NA,NA,NA,NA,NA,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"88",1540,NA,NA,"TSU","","Augustine","Alaska-SW","United States",59.37,-153.42,1252,"Lava dome","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1550,11,NA,"","","Dukono","Halmahera-Indonesia","Indonesia",1.68,127.88,1185,"Complex volcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"90",1564,12,31,"","","Gamkonora","Halmahera-Indonesia","Indonesia",1.375,127.52,1635,"Stratovolcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"91",1565,8,NA,"","EQ","Pacaya","Guatemala","Guatemala",14.381,-90.601,2552,"Complex volcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"92",1566,10,31,"","","Kirishima","Kyushu-Japan","Japan",31.93,130.87,1700,"Shield volcano","Historical","D1",3,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"93",1568,NA,NA,"","","Savo","Solomon Is-SW Pacifi","Solomon Is.",-9.13,159.82,510,"Stratovolcano","Historical","D3",3,"P,T,M",1001,4,NA,NA,NA,NA,NA,NA,NA,NA,1001,4,NA,NA,NA,NA,NA,NA,NA,NA
"94",1570,NA,NA,"","","Mombacho","Nicaragua","Nicaragua",11.826,-85.968,1344,"Stratovolcano","Holocene","U",NA,"A",400,3,NA,NA,NA,NA,NA,NA,NA,NA,400,3,NA,NA,NA,NA,NA,NA,NA,NA
"95",1576,NA,NA,"","","Colima","Mexico","Mexico",19.514,-103.62,3850,"Stratovolcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"96",1580,5,1,"","","San Jorge","Azores","Portugal",38.65,-28.08,1053,"Fissure vent","Historical","D2",3,"P",10,1,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"97",1580,8,11,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",1580,NA,NA,"","","Billy Mitchell","Bougainville-SW Paci","Papua New Guinea",-6.092,155.225,1544,"Pyroclastic shield","Radiocarbon","D5",6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",1581,12,26,"","","Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"100",1586,NA,NA,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",5,"",10000,4,NA,NA,NA,NA,NA,NA,NA,NA,10000,4,NA,NA,NA,NA,NA,NA,NA,NA
"101",1587,NA,NA,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"102",1590,1,15,"","","Colima","Mexico","Mexico",19.514,-103.62,3850,"Stratovolcano","Historical","D1",3,"I",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"103",1593,NA,NA,"","","Raung","Java","Indonesia",-8.125,114.042,3332,"Stratovolcano","Historical","D1",5,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"104",1595,3,12,"","","Ruiz","Colombia","Colombia",4.895,-75.322,5321,"Stratovolcano","Historical","D1",4,"M",636,3,NA,NA,NA,NA,NA,NA,NA,NA,636,3,NA,NA,NA,NA,NA,NA,NA,NA
"105",1596,5,1,"","","Asama","Honshu-Japan","Japan",36.4,138.53,2560,"Complex volcano","Historical","D1",2,"T",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"106",1597,1,3,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"107",1597,NA,NA,"","","Raung","Java","Indonesia",-8.125,114.042,3332,"Stratovolcano","Historical","D1",3,"T",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"108",1598,5,13,"","","Asama","Honshu-Japan","Japan",36.4,138.53,2560,"Complex volcano","Historical","D1",2,"T",800,3,NA,NA,NA,NA,NA,NA,NA,NA,800,3,NA,NA,NA,NA,NA,NA,NA,NA
"109",1598,NA,NA,"","","Banda Api","Banda Sea","Pacific Ocean",-4.525,129.871,640,"Caldera","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"110",1600,2,19,"","EQ","Huaynaputina","Peru","Peru",-16.608,-70.85,4850,"Stratovolcano","Historical","D5",6,"",1500,4,NA,NA,NA,NA,NA,NA,NA,NA,1500,4,NA,NA,NA,NA,NA,NA,NA,NA
