"STATION","NAME","DATE","PRCP","TMAX","TMIN","WSF5"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-21","0.00","90","52","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-22","0.00","93","53","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-23","0.00","92","59","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-24","0.00","88","53","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-25","0.00","91","53","16.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-26","0.00","90","57","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-27","0.00","95","54","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-28","0.00","94","56","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-29","0.00","94","57","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-09-30","0.00","97","57","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-01","0.00","98","56","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-02","0.00","99","58","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-03","0.00","96","56","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-04","0.00","80","59","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-05","0.00","79","57","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-06","0.00","76","49","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-07","0.00","79","48","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-08","0.00","77","54","21.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-09","0.00","76","51","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-10","0.00","80","48","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-11","0.00","70","50","31.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-12","0.00","64","49","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-13","0.00","77","46","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-14","0.00","81","52","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-15","0.00","86","51","29.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-16","0.00","90","59","25.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-17","0.00","87","55","32.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-18","0.00","88","53","21.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-19","0.00","81","60","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-20","0.00","78","50","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-21","0.02","68","50","29.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-22","0.77","62","52","33.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-23","0.00","63","51","112.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-24","0.06","65","52","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-25","0.00","68","53","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-26","0.00","75","46","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-27","0.00","80","47","8.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-28","0.00","79","50","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-29","0.00","80","49","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-30","0.00","77","48","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-10-31","0.27","65","56","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-01","0.18","70","53","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-02","0.01","80","48","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-03","0.01","74","46","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-04","0.00","75","48","8.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-05","0.00","80","46","6.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-06","0.01","80","46","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-07","0.01","73","46","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-08","0.04","63","42","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-09","0.00","56","41","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-10","0.00","58","36","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-11","0.00","59","33","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-12","0.00","63","36","16.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-13","0.00","64","36","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-14","0.00","70","40","10.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-15","0.00","64","37","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-16","0.21","58","46","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-17","0.64","63","54","36.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-18","0.02","61","46","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-19","0.01","66","53","16.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-20","0.07","68","54","30.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-21","0.31","65","48","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-22","0.00","64","42","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-23","0.01","65","39","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-24","0.01","66","40","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-25","0.01","66","38","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-26","0.00","64","37","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-27","0.01","60","40","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-28","0.64","61","47","38.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-29","0.14","63","54","40.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-11-30","1.07","63","59","40.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-01","0.67","63","57","36.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-02","1.23","64","45","44.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-03","0.01","61","40","10.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-04","0.05","60","53","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-05","0.46","57","53","21.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-06","0.01","60","49","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-07","0.01","59","40","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-08","0.01","56","41","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-09","0.00","61","38","53.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-10","0.00","62","36","8.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-11","0.02","57","36","36.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-12","0.00","57","41","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-13","0.00","52","37","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-14","0.00","49","34","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-15","0.21","46","33","10.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-16","0.00","53","43","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-17","0.14","60","41","30.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-18","0.00","52","35","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-19","0.00","49","30","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-20","0.00","57","30","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-21","0.52","52","44","36.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-22","1.04","56","47","38.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-23","0.91","52","48","46.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-24","0.01","52","38","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-25","0.84","48","38","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-26","0.00","53","39","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-27","0.00","51","37","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-28","0.00","44","34","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-29","0.00","54","37","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-30","0.00","53","33","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012-12-31","0.00","49","32","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-01","0.00","53","29","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-02","0.00","54","29","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-03","0.00","52","28","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-04","0.00","54","30","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-05","0.47","51","32","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-06","0.20","51","35","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-07","0.01","49","34","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-08","0.00","55","32","8.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-09","0.00","51","36","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-10","0.00","50","29","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-11","0.00","50","28","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-12","0.00","47","30","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-13","0.00","45","27","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-14","0.00","50","32","25.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-15","0.00","49","27","25.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-16","0.00","55","26","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-17","0.00","59","26","6.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-18","0.00","60","27","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-19","0.00","62","28","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-20","0.00","62","29","101.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-21","0.00","61","30","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-22","0.00","60","33","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-23","0.15","55","41","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-24","0.01","57","48","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-25","0.00","66","50","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-26","0.00","63","46","29.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-27","0.01","55","32","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-28","0.00","58","32","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-29","0.00","61","34","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-30","0.00","61","36","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-01-31","0.00","64","32","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-01","0.00","65","32","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-02","0.00","65","39","8.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-03","0.00","63","34","8.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-04","0.00","61","34","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-05","0.01","56","38","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-06","0.00","60","37","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-07","0.11","57","38","21.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-08","0.00","57","34","25.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-09","0.00","59","35","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-10","0.00","62","30","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-11","0.00","65","35","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-12","0.00","61","31","21.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-13","0.00","63","31","8.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-14","0.00","69","34","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-15","0.00","70","35","21.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-16","0.00","67","38","51.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-17","0.00","67","37","16.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-18","0.00","57","38","33.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-19","0.39","49","35","31.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-20","0.00","60","31","30.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-21","0.00","62","29","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-22","0.00","62","31","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-23","0.00","60","40","30.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-24","0.00","64","40","35.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-25","0.00","64","38","16.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-26","0.00","67","36","36.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-27","0.00","67","31","10.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-02-28","0.00","72","41","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-01","0.00","75","37","16.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-02","0.00","70","44","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-03","0.00","66","49","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-04","0.00","66","42","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-05","0.11","60","44","31.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-06","0.07","57","41","35.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-07","0.00","60","36","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-08","0.00","67","37","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-09","0.00","70","37","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-10","0.00","68","33","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-11","0.00","71","39","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-12","0.00","76","39","8.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-13","0.00","79","44","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-14","0.00","76","44","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-15","0.00","79","45","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-16","0.00","78","44","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-17","0.00","72","43","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-18","0.00","70","38","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-19","0.22","81","41","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-20","0.27","63","48","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-21","0.01","67","40","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-22","0.00","65","45","40.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-23","0.00","71","44","31.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-24","0.00","80","39","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-25","0.00","69","48","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-26","0.00","70","46","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-27","0.00","70","47","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-28","0.00","69","50","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-29","0.01","79","47","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-30","0.15","76","48","18.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-03-31","0.66","69","52","33.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-01","0.00","67","49","14.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-02","0.01","73","45","13.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-03","0.00","75","49","12.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-04","0.66","65","52","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-05","0.01","68","49","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-06","0.00","68","52","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-07","0.00","68","49","31.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-08","0.00","68","48","47.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-09","0.00","74","48","40.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-10","0.00","86","46","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-11","0.00","78","53","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-12","0.00","82","43","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-13","0.00","77","44","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-14","0.00","74","47","32.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-15","0.00","64","47","32.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-16","0.00","68","45","36.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-17","0.00","70","42","38.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-18","0.00","78","42","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-19","0.00","82","42","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-20","0.00","84","52","29.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-21","0.00","89","43","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-22","0.00","90","51","35.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-23","0.00","85","53","36.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-24","0.00","90","45","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-25","0.00","77","48","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-26","0.00","83","43","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-27","0.00","88","50","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-28","0.00","93","50","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-29","0.00","92","57","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-04-30","0.00","84","63","42.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-01","0.00","89","59","40.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-02","0.00","92","53","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-03","0.00","93","50","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-04","0.00","90","55","35.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-05","0.00","74","54","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-06","0.11","74","58","23.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-07","0.00","75","57","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-08","0.00","76","55","31.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-09","0.00","84","52","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-10","0.00","88","50","21.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-11","0.00","93","55","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-12","0.00","94","59","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-13","0.00","91","57","31.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-14","0.00","90","54","38.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-15","0.00","80","54","30.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-16","0.00","79","55","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-17","0.00","77","52","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-18","0.00","83","50","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-19","0.00","86","57","30.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-20","0.00","91","59","25.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-21","0.00","85","56","25.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-22","0.00","74","49","35.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-23","0.00","76","47","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-24","0.00","79","50","21.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-25","0.00","78","51","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-26","0.00","80","52","29.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-27","0.05","68","54","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-28","0.00","79","57","17.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-29","0.03","83","57","19.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-30","0.00","86","53","16.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-05-31","0.00","94","54","28.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-06-01","0.00","96","55","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-06-02","0.00","95","59","15.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-06-03","0.00","93","59","21.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-06-04","0.00","86","58","23.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013-06-05","0.00","88","55","21.9"
